DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Malta,2024,31.12,,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Netherlands,2024,26.57,,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Norway,2024,30.82,,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Poland,2024,31.39,,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Portugal,2024,27.79,,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Romania,2024,11.99,,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Serbia,2024,26.84,,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Sweden,2024,30.83,b,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Slovenia,2024,26.94,,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Slovakia,2024,18.50,,
ESTAT:ISOC_SKE_ITTN2(1.0),11/12/25 11:00:00,Annual,10 persons employed or more,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprise provided training to their personnel to develop their ICT skills,Percentage of enterprises,Türkiye,2024,14.43,,
